,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-01-03 04:00:00+00:00,37.9980354309082,38.02854537963867,37.890316009521484,37.911991119384766,0,0,0
2021-01-03 05:00:00+00:00,37.9107666015625,37.93368148803711,37.81843948364258,37.81843948364258,12434496,0,0
2021-01-03 06:00:00+00:00,37.82978820800781,38.1988410949707,37.8181037902832,38.1988410949707,8500800,0,0
2021-01-03 07:00:00+00:00,38.19785690307617,38.19785690307617,38.04240417480469,38.07683563232422,9957536,0,0
2021-01-03 08:00:00+00:00,38.078285217285156,38.65932083129883,38.034488677978516,38.62227249145508,16459968,0,0
2021-01-03 09:00:00+00:00,38.635032653808594,38.70478820800781,38.173545837402344,38.225685119628906,11611520,0,0
2021-01-03 10:00:00+00:00,38.23141860961914,38.49773025512695,38.14774703979492,38.42963790893555,11520704,0,0
2021-01-03 11:00:00+00:00,38.439125061035156,39.64390182495117,38.33319854736328,39.64390182495117,50301632,0,0
2021-01-03 12:00:00+00:00,39.67573928833008,40.667884826660156,39.67573928833008,39.97862243652344,31993792,0,0
2021-01-03 13:00:00+00:00,39.99757385253906,40.362342834472656,39.74332046508789,40.362342834472656,6289728,0,0
2021-01-03 14:00:00+00:00,40.35107421875,41.446250915527344,40.243186950683594,40.49199295043945,47130624,0,0
2021-01-03 15:00:00+00:00,40.48237991333008,40.67653274536133,40.06719207763672,40.35585021972656,20834560,0,0
2021-01-03 16:00:00+00:00,40.329627990722656,41.32908630371094,40.329627990722656,40.45269012451172,17500992,0,0
2021-01-03 17:00:00+00:00,40.461647033691406,40.87983322143555,40.3912239074707,40.817378997802734,0,0,0
2021-01-03 18:00:00+00:00,40.796730041503906,41.41417694091797,40.46493148803711,40.514774322509766,7007808,0,0
2021-01-03 19:00:00+00:00,40.50554656982422,40.548500061035156,40.208595275878906,40.27714920043945,0,0,0
2021-01-03 20:00:00+00:00,40.303245544433594,40.79646682739258,40.303245544433594,40.45791244506836,0,0,0
2021-01-03 21:00:00+00:00,40.464420318603516,40.990753173828125,40.43888473510742,40.69565963745117,0,0,0
2021-01-03 22:00:00+00:00,40.694149017333984,40.939029693603516,40.43952178955078,40.824066162109375,7049664,0,0
2021-01-03 23:00:00+00:00,40.768463134765625,41.6063232421875,40.72303009033203,41.13120651245117,18013888,0,0
2021-01-04 00:00:00+00:00,41.198280334472656,41.872928619384766,41.198280334472656,41.628273010253906,28246080,0,0
2021-01-04 01:00:00+00:00,41.638492584228516,42.08515930175781,41.485008239746094,41.485877990722656,50063232,0,0
2021-01-04 02:00:00+00:00,41.499977111816406,41.59686279296875,41.33632278442383,41.36506271362305,0,0,0
2021-01-04 03:00:00+00:00,41.33544158935547,41.66554260253906,41.23870086669922,41.353694915771484,11322752,0,0
2021-01-04 04:00:00+00:00,41.31291961669922,41.74501037597656,41.12594223022461,41.72944641113281,0,0,0
2021-01-04 05:00:00+00:00,41.72999572753906,42.15911865234375,41.369083404541016,42.15662384033203,10394496,0,0
2021-01-04 06:00:00+00:00,42.105342864990234,43.13212203979492,42.073143005371094,42.073143005371094,29897792,0,0
2021-01-04 07:00:00+00:00,42.1131591796875,42.45402526855469,40.64222717285156,40.690364837646484,41388288,0,0
2021-01-04 08:00:00+00:00,40.70684051513672,41.1107292175293,40.315757751464844,40.79094696044922,134094237952,0,0
2021-01-04 09:00:00+00:00,40.78638458251953,40.85780334472656,39.8254508972168,40.3381233215332,0,0,0
2021-01-04 10:00:00+00:00,40.32018280029297,40.407291412353516,38.916046142578125,39.35702133178711,26710208,0,0
2021-01-04 11:00:00+00:00,39.40650177001953,39.40650177001953,38.14398193359375,39.043670654296875,0,0,0
2021-01-04 12:00:00+00:00,39.051490783691406,40.1211051940918,38.90028762817383,40.09633255004883,0,0,0
2021-01-04 13:00:00+00:00,40.063175201416016,40.063175201416016,39.13639450073242,39.36472702026367,0,0,0
2021-01-04 14:00:00+00:00,39.36851501464844,39.88373947143555,39.30293273925781,39.84253692626953,0,0,0
2021-01-04 15:00:00+00:00,39.86347198486328,40.10374450683594,39.79047775268555,39.812374114990234,0,0,0
2021-01-04 16:00:00+00:00,39.836463928222656,39.91981887817383,38.983360290527344,39.35758972167969,0,0,0
2021-01-04 17:00:00+00:00,39.33282470703125,39.46859359741211,38.955711364746094,39.43095397949219,0,0,0
2021-01-04 18:00:00+00:00,39.425655364990234,40.020259857177734,39.425655364990234,39.81474685668945,0,0,0
2021-01-04 19:00:00+00:00,39.82979202270508,40.04574966430664,39.58255386352539,39.926788330078125,843648,0,0
2021-01-04 20:00:00+00:00,39.92469787597656,39.93437576293945,39.63166046142578,39.63166046142578,0,0,0
2021-01-04 21:00:00+00:00,39.61503219604492,39.98393249511719,39.35502243041992,39.98393249511719,4603520,0,0
2021-01-04 22:00:00+00:00,40.0006217956543,40.29481506347656,39.962100982666016,40.103023529052734,3861312,0,0
2021-01-04 23:00:00+00:00,40.132484436035156,40.86511993408203,39.96411895751953,40.86511993408203,8796736,0,0
2021-01-05 00:00:00+00:00,40.937278747558594,41.17312240600586,40.5753288269043,40.72062683105469,4298560,0,0
2021-01-05 01:00:00+00:00,40.75566101074219,41.2181282043457,40.726905822753906,41.2181282043457,3672000,0,0
2021-01-05 02:00:00+00:00,41.22087478637695,41.221988677978516,40.659034729003906,40.701515197753906,0,0,0
2021-01-05 03:00:00+00:00,40.663272857666016,40.75666809082031,39.793766021728516,39.99671173095703,0,0,0
2021-01-05 04:00:00+00:00,39.93214797973633,40.06920623779297,39.40069580078125,39.59334945678711,0,0,0
2021-01-05 05:00:00+00:00,39.584686279296875,39.78821563720703,38.97895431518555,39.03428649902344,0,0,0
2021-01-05 06:00:00+00:00,39.01351547241211,39.77759552001953,38.980525970458984,39.7363166809082,0,0,0
2021-01-05 07:00:00+00:00,39.7575798034668,39.82468032836914,39.6712646484375,39.7811164855957,0,0,0
2021-01-05 08:00:00+00:00,39.77785873413086,40.13331985473633,39.714359283447266,39.792884826660156,0,0,0
2021-01-05 09:00:00+00:00,39.81625747680664,40.29319763183594,39.81625747680664,40.20387649536133,0,0,0
2021-01-05 10:00:00+00:00,40.19655227661133,40.467803955078125,40.06447982788086,40.291343688964844,0,0,0
2021-01-05 11:00:00+00:00,40.277217864990234,40.644222259521484,40.22808837890625,40.644222259521484,0,0,0
2021-01-05 12:00:00+00:00,40.64202880859375,40.66655731201172,40.34122848510742,40.34122848510742,0,0,0
2021-01-05 13:00:00+00:00,40.34736633300781,40.454124450683594,40.05024337768555,40.05024337768555,0,0,0
2021-01-05 14:00:00+00:00,40.014286041259766,40.11735153198242,39.628761291503906,40.07514572143555,4250176,0,0
2021-01-05 15:00:00+00:00,40.06352996826172,40.19196319580078,40.02545166015625,40.19196319580078,0,0,0
2021-01-05 16:00:00+00:00,40.19422149658203,40.516658782958984,40.081233978271484,40.49296569824219,0,0,0
2021-01-05 17:00:00+00:00,40.487545013427734,40.54154968261719,40.296241760253906,40.418968200683594,0,0,0
2021-01-05 18:00:00+00:00,40.41068649291992,40.44575881958008,40.258792877197266,40.26032638549805,0,0,0
2021-01-05 19:00:00+00:00,40.26552200317383,40.41276168823242,39.959999084472656,40.38569259643555,8861632,0,0
2021-01-05 20:00:00+00:00,40.41159439086914,40.556156158447266,40.1950569152832,40.36907196044922,9275968,0,0
2021-01-05 21:00:00+00:00,40.359413146972656,40.91276931762695,40.330841064453125,40.830833435058594,4715392,0,0
2021-01-05 22:00:00+00:00,40.83930969238281,41.43285369873047,40.83930969238281,41.42001724243164,12863744,0,0
2021-01-05 23:00:00+00:00,41.427734375,41.73277282714844,41.36826705932617,41.73277282714844,6329664,0,0
2021-01-06 00:00:00+00:00,41.775535583496094,41.91123580932617,40.844825744628906,41.15663146972656,0,0,0
2021-01-06 01:00:00+00:00,41.16487503051758,41.20831298828125,40.61980056762695,40.8017692565918,0,0,0
2021-01-06 02:00:00+00:00,40.7811393737793,41.19120788574219,40.75628662109375,41.055660247802734,0,0,0
2021-01-06 03:00:00+00:00,41.054107666015625,41.054107666015625,40.815738677978516,40.860626220703125,0,0,0
2021-01-06 04:00:00+00:00,40.881954193115234,41.42826843261719,40.82421112060547,41.128204345703125,2854272,0,0
2021-01-06 05:00:00+00:00,41.11781311035156,41.14068603515625,40.72655487060547,40.74985885620117,43201536,0,0
2021-01-06 06:00:00+00:00,40.75693130493164,40.996280670166016,40.75693130493164,40.96185302734375,0,0,0
2021-01-06 07:00:00+00:00,40.96029281616211,41.079708099365234,40.76972961425781,40.918209075927734,4119168,0,0
2021-01-06 08:00:00+00:00,40.91007995605469,41.12799072265625,40.753379821777344,41.11991500854492,3563840,0,0
2021-01-06 09:00:00+00:00,41.11689758300781,41.16423416137695,40.640480041503906,41.03921890258789,5660864,0,0
2021-01-06 10:00:00+00:00,41.05854415893555,41.5383415222168,41.02214431762695,41.5383415222168,1740032,0,0
2021-01-06 11:00:00+00:00,41.54182434082031,41.830570220947266,41.328392028808594,41.57302474975586,11948608,0,0
2021-01-06 12:00:00+00:00,41.58209991455078,41.83845138549805,41.45407485961914,41.827003479003906,6166784,0,0
2021-01-06 13:00:00+00:00,41.85149002075195,42.19270324707031,41.77293014526367,42.10934066772461,15303680,0,0
2021-01-06 14:00:00+00:00,42.1125373840332,42.1125373840332,41.37484359741211,41.39346694946289,0,0,0
2021-01-06 15:00:00+00:00,41.34670639038086,41.791259765625,41.34670639038086,41.5053596496582,2640960,0,0
2021-01-06 16:00:00+00:00,41.49774932861328,41.96039962768555,41.49774932861328,41.7359733581543,14765760,0,0
2021-01-06 17:00:00+00:00,41.7646598815918,42.076271057128906,41.7646598815918,41.873966217041016,15778560,0,0
