Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1996-10-28,114.37000274658205,114.4800033569336,112.9499969482422,113.0999984741211,0,0,0
1996-11-04,113.27999877929688,114.68000030517578,111.3499984741211,111.54000091552734,0,0,0
1996-11-11,111.51000213623048,111.95999908447266,110.5500030517578,111.01000213623048,0,0,0
1996-11-18,110.87999725341795,111.87000274658205,110.8000030517578,111.38999938964844,0,0,0
1996-11-25,112.62000274658205,114.0500030517578,112.29000091552734,113.81999969482422,0,0,0
1996-12-02,113.73999786376952,114.79000091552734,111.7300033569336,112.9800033569336,0,0,0
1996-12-09,113.12000274658205,114.0,112.43000030517578,113.8000030517578,0,0,0
1996-12-16,113.9800033569336,114.41000366210938,113.25,114.1999969482422,0,0,0
1996-12-23,114.1500015258789,116.12000274658205,113.83999633789062,115.37999725341795,0,0,0
1996-12-30,115.69000244140624,116.7300033569336,115.27999877929688,116.70999908447266,0,0,0
1997-01-06,116.6999969482422,116.9800033569336,114.8000030517578,116.0500030517578,0,0,0
1997-01-13,116.12999725341795,117.4800033569336,115.87999725341795,117.33000183105467,0,0,0
1997-01-20,117.37999725341795,120.1500015258789,117.25,118.6999969482422,0,0,0
1997-01-27,119.0,122.5,118.9000015258789,121.08000183105467,0,0,0
1997-02-03,121.3000030517578,124.72000122070312,121.25,123.1500015258789,0,0,0
1997-02-10,122.3000030517578,124.81999969482422,122.27999877929688,124.41000366210938,0,0,0
1997-02-17,124.5500030517578,124.66999816894533,122.41000366210938,123.23999786376952,0,0,0
1997-02-24,122.0,122.62000274658205,119.9000015258789,120.4000015258789,0,0,0
1997-03-03,120.68000030517578,122.27999877929688,120.41999816894533,122.11000061035156,0,0,0
1997-03-10,121.76000213623048,124.12999725341795,121.0999984741211,123.2699966430664,0,0,0
1997-03-17,123.4499969482422,123.7699966430664,122.0999984741211,122.75,0,0,0
1997-03-24,122.5500030517578,124.3499984741211,122.1500015258789,123.6500015258789,0,0,0
1997-03-31,123.97000122070312,124.5,121.3499984741211,124.22000122070312,0,0,0
1997-04-07,124.37000274658205,127.0999984741211,123.9499969482422,126.0999984741211,0,0,0
1997-04-14,126.41999816894533,126.77999877929688,125.47000122070312,125.83999633789062,0,0,0
1997-04-21,125.27999877929688,126.37999725341795,125.04000091552734,126.16000366210938,0,0,0
1997-04-28,126.91000366210938,127.45999908447266,126.0199966430664,126.5500030517578,0,0,0
1997-05-05,126.63999938964844,126.8000030517578,118.95999908447266,120.0,0,0,0
1997-05-12,118.1999969482422,119.6500015258789,114.66000366210938,115.4499969482422,0,0,0
1997-05-19,115.6999969482422,116.48999786376952,111.87999725341795,115.4800033569336,0,0,0
1997-05-26,116.3000030517578,116.80999755859376,115.08999633789062,116.0199966430664,0,0,0
1997-06-02,115.9000015258789,116.83000183105467,114.18000030517578,114.18000030517578,0,0,0
1997-06-09,114.0,115.7300033569336,110.51000213623048,115.0,0,0,0
1997-06-16,114.1500015258789,115.22000122070312,112.8000030517578,115.1500015258789,0,0,0
1997-06-23,115.08999633789062,115.62000274658205,113.0,114.5199966430664,0,0,0
1997-06-30,114.55999755859376,115.29000091552734,112.93000030517578,114.1500015258789,0,0,0
1997-07-07,113.79000091552734,114.31999969482422,112.11000061035156,114.16000366210938,0,0,0
1997-07-14,113.83000183105467,116.4800033569336,113.25,115.52999877929688,0,0,0
1997-07-21,115.4000015258789,117.08000183105467,114.76000213623048,116.83000183105467,0,0,0
1997-07-28,116.87000274658205,119.16999816894533,116.9000015258789,118.62999725341795,0,0,0
1997-08-04,118.5999984741211,119.58000183105467,114.2300033569336,114.68000030517578,0,0,0
1997-08-11,114.9800033569336,118.6999969482422,114.8000030517578,117.0500030517578,0,0,0
1997-08-18,117.1500015258789,118.54000091552734,116.8499984741211,118.36000061035156,0,0,0
1997-08-25,118.02999877929688,121.1999969482422,117.5999984741211,120.4800033569336,0,0,0
1997-09-01,120.4800033569336,121.77999877929688,120.1500015258789,121.22000122070312,0,0,0
1997-09-08,121.1999969482422,121.6500015258789,118.1500015258789,120.87999725341795,0,0,0
1997-09-15,120.94000244140624,122.52999877929688,119.8499984741211,121.8000030517578,0,0,0
1997-09-22,121.9499969482422,123.05999755859376,119.1999969482422,121.25,0,0,0
1997-09-29,121.25,122.4800033569336,120.1500015258789,122.12000274658205,0,0,0
1997-10-06,121.8499984741211,122.66000366210938,119.58000183105467,120.3000030517578,0,0,0
1997-10-13,120.2699966430664,121.7699966430664,119.3000030517578,120.54000091552734,0,0,0
1997-10-20,120.52999877929688,122.37999725341795,120.16999816894533,122.0999984741211,0,0,0
1997-10-27,122.0500030517578,122.29000091552734,118.6500015258789,120.45999908447266,0,0,0
1997-11-03,120.11000061035156,124.4499969482422,119.93000030517578,124.0999984741211,0,0,0
1997-11-10,124.1500015258789,127.1500015258789,123.77999877929688,126.0500030517578,0,0,0
1997-11-17,126.0199966430664,127.45999908447266,124.1999969482422,126.5,0,0,0
1997-11-24,126.51000213623048,128.0,126.3000030517578,127.79000091552734,0,0,0
1997-12-01,127.79000091552734,130.52000427246094,127.5999984741211,129.8300018310547,0,0,0
1997-12-08,129.83999633789062,130.82000732421875,128.27999877929688,130.35000610351562,0,0,0
