Unnamed: 0,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adj Close
2022-11-27 18:00:00-05:00,4020.25,4022.0,4017.25,4019.0,0.0,0.0,0.0,
2022-11-27 18:01:00-05:00,4019.0,4019.75,4017.75,4018.75,467.0,0.0,0.0,
2022-11-27 18:02:00-05:00,4018.75,4019.75,4017.75,4018.75,372.0,0.0,0.0,
2022-11-27 18:03:00-05:00,4018.75,4020.5,4017.75,4020.0,593.0,0.0,0.0,
2022-11-27 18:04:00-05:00,4020.0,4020.25,4018.75,4019.0,296.0,0.0,0.0,
2022-11-27 18:05:00-05:00,4019.25,4021.5,4019.25,4021.25,567.0,0.0,0.0,
2022-11-27 18:06:00-05:00,4021.25,4021.5,4020.25,4021.0,254.0,0.0,0.0,
2022-11-27 18:07:00-05:00,4020.75,4021.25,4020.25,4021.0,124.0,0.0,0.0,
2022-11-27 18:08:00-05:00,4021.0,4021.25,4020.75,4021.0,118.0,0.0,0.0,
2022-11-27 18:09:00-05:00,4021.0,4021.0,4020.25,4020.75,153.0,0.0,0.0,
2022-11-27 18:10:00-05:00,4020.5,4020.75,4020.0,4020.5,210.0,0.0,0.0,
2022-11-27 18:11:00-05:00,4020.5,4022.0,4020.5,4022.0,286.0,0.0,0.0,
2022-11-27 18:12:00-05:00,4022.25,4022.25,4021.25,4022.0,254.0,0.0,0.0,
2022-11-27 18:13:00-05:00,4022.0,4022.0,4021.0,4021.5,136.0,0.0,0.0,
2022-11-27 18:14:00-05:00,4021.5,4022.75,4021.5,4022.5,245.0,0.0,0.0,
2022-11-27 18:15:00-05:00,4022.5,4024.0,4022.5,4022.75,688.0,0.0,0.0,
2022-11-27 18:16:00-05:00,4023.0,4023.25,4022.5,4022.75,192.0,0.0,0.0,
2022-11-27 18:17:00-05:00,4022.75,4023.0,4021.25,4021.5,219.0,0.0,0.0,
2022-11-27 18:18:00-05:00,4021.5,4022.0,4021.5,4022.0,64.0,0.0,0.0,
2022-11-27 18:19:00-05:00,4021.75,4022.25,4021.5,4022.25,49.0,0.0,0.0,
2022-11-27 18:20:00-05:00,4022.25,4022.25,4021.75,4022.0,96.0,0.0,0.0,
2022-11-27 18:21:00-05:00,4022.0,4022.0,4021.25,4021.25,74.0,0.0,0.0,
2022-11-27 18:22:00-05:00,4021.25,4022.0,4021.25,4021.5,49.0,0.0,0.0,
2022-11-27 18:23:00-05:00,4021.5,4021.75,4021.25,4021.75,61.0,0.0,0.0,
2022-11-27 18:24:00-05:00,4021.75,4021.75,4020.75,4021.25,154.0,0.0,0.0,
2022-11-27 18:25:00-05:00,4021.25,4021.5,4020.0,4020.5,406.0,0.0,0.0,
2022-11-27 18:26:00-05:00,4020.25,4021.25,4020.25,4021.0,110.0,0.0,0.0,
2022-11-27 18:27:00-05:00,4020.75,4021.0,4020.75,4020.75,18.0,0.0,0.0,
2022-11-27 18:28:00-05:00,4020.75,4021.75,4020.75,4021.75,121.0,0.0,0.0,
2022-11-27 18:29:00-05:00,4021.75,4022.25,4021.25,4021.5,151.0,0.0,0.0,
2022-11-27 18:30:00-05:00,4021.5,4021.75,4020.25,4020.5,246.0,0.0,0.0,
2022-11-27 18:31:00-05:00,4020.75,4021.0,4020.75,4021.0,197.0,0.0,0.0,
2022-11-27 18:32:00-05:00,4020.75,4021.0,4020.5,4020.5,97.0,0.0,0.0,
2022-11-27 18:33:00-05:00,4020.25,4020.5,4019.75,4020.25,169.0,0.0,0.0,
2022-11-27 18:34:00-05:00,4020.5,4021.0,4020.5,4020.5,87.0,0.0,0.0,
2022-11-27 18:35:00-05:00,4020.25,4020.5,4020.25,4020.5,65.0,0.0,0.0,
2022-11-27 18:36:00-05:00,4020.25,4020.5,4020.25,4020.25,62.0,0.0,0.0,
2022-11-27 18:37:00-05:00,4020.25,4020.25,4019.25,4019.5,202.0,0.0,0.0,
2022-11-27 18:38:00-05:00,4019.25,4019.5,4019.0,4019.0,239.0,0.0,0.0,
2022-11-27 18:39:00-05:00,4019.25,4019.5,4018.75,4019.0,195.0,0.0,0.0,
2022-11-27 18:40:00-05:00,4019.0,4019.5,4018.5,4018.75,208.0,0.0,0.0,
2022-11-27 18:41:00-05:00,4018.75,4019.0,4018.5,4019.0,143.0,0.0,0.0,
2022-11-27 18:42:00-05:00,4018.75,4019.0,4018.5,4018.75,54.0,0.0,0.0,
2022-11-27 18:43:00-05:00,4018.75,4018.75,4018.0,4018.25,85.0,0.0,0.0,
2022-11-27 18:44:00-05:00,4018.25,4018.5,4017.75,4017.75,252.0,0.0,0.0,
2022-11-27 18:45:00-05:00,4017.75,4018.25,4016.5,4018.0,479.0,0.0,0.0,
2022-11-27 18:46:00-05:00,4018.0,4018.0,4016.5,4017.0,373.0,0.0,0.0,
2022-11-27 18:47:00-05:00,4017.0,4017.0,4016.25,4017.0,293.0,0.0,0.0,
2022-11-27 18:48:00-05:00,4017.0,4017.25,4016.25,4016.75,290.0,0.0,0.0,
2022-11-27 18:49:00-05:00,4016.75,4017.25,4016.25,4017.0,251.0,0.0,0.0,
2022-11-27 18:50:00-05:00,4017.0,4017.5,4016.75,4017.25,80.0,0.0,0.0,
2022-11-27 18:51:00-05:00,4017.0,4018.0,4017.0,4017.5,133.0,0.0,0.0,
2022-11-27 18:52:00-05:00,4017.75,4018.0,4017.25,4018.0,156.0,0.0,0.0,
2022-11-27 18:53:00-05:00,4018.0,4018.0,4017.75,4017.75,21.0,0.0,0.0,
2022-11-27 18:54:00-05:00,4018.0,4018.25,4017.5,4017.75,96.0,0.0,0.0,
2022-11-27 18:55:00-05:00,4017.75,4017.75,4017.25,4017.5,136.0,0.0,0.0,
2022-11-27 18:56:00-05:00,4017.75,4018.0,4017.5,4018.0,42.0,0.0,0.0,
2022-11-27 18:57:00-05:00,4017.75,4018.0,4017.0,4017.25,200.0,0.0,0.0,
2022-11-27 18:58:00-05:00,4017.0,4017.25,4016.5,4016.75,150.0,0.0,0.0,
2022-11-27 18:59:00-05:00,4016.75,4016.75,4016.0,4016.0,187.0,0.0,0.0,
2022-11-27 19:00:00-05:00,4016.0,4017.75,4015.5,4017.75,473.0,0.0,0.0,
2022-11-27 19:01:00-05:00,4017.75,4017.75,4016.75,4017.25,273.0,0.0,0.0,
2022-11-27 19:02:00-05:00,4017.25,4017.75,4017.25,4017.5,250.0,0.0,0.0,
2022-11-27 19:03:00-05:00,4017.25,4018.0,4017.25,4017.5,361.0,0.0,0.0,
2022-11-27 19:04:00-05:00,4017.25,4017.25,4016.75,4017.0,214.0,0.0,0.0,
2022-11-27 19:05:00-05:00,4017.0,4017.75,4016.75,4017.5,193.0,0.0,0.0,
2022-11-27 19:06:00-05:00,4017.25,4017.75,4017.25,4017.25,163.0,0.0,0.0,
2022-11-27 19:07:00-05:00,4017.25,4017.25,4016.25,4016.5,390.0,0.0,0.0,
2022-11-27 19:08:00-05:00,4016.5,4016.75,4016.25,4016.5,279.0,0.0,0.0,
2022-11-27 19:09:00-05:00,4016.5,4016.75,4016.25,4016.5,122.0,0.0,0.0,
2022-11-27 19:10:00-05:00,4016.5,4016.5,4016.0,4016.0,239.0,0.0,0.0,
2022-11-27 19:11:00-05:00,4016.0,4016.5,4016.0,4016.25,94.0,0.0,0.0,
2022-11-27 19:12:00-05:00,4016.5,4016.5,4016.25,4016.25,52.0,0.0,0.0,
2022-11-27 19:13:00-05:00,4016.25,4016.5,4015.75,4016.25,184.0,0.0,0.0,
2022-11-27 19:14:00-05:00,4016.0,4016.25,4016.0,4016.25,63.0,0.0,0.0,
2022-11-27 19:15:00-05:00,4016.25,4016.25,4015.25,4015.25,275.0,0.0,0.0,
2022-11-27 19:16:00-05:00,4015.5,4015.75,4015.25,4015.5,234.0,0.0,0.0,
2022-11-27 19:17:00-05:00,4015.5,4015.5,4015.25,4015.5,79.0,0.0,0.0,
2022-11-27 19:18:00-05:00,4015.25,4015.5,4014.5,4015.25,644.0,0.0,0.0,
2022-11-27 19:19:00-05:00,4015.5,4015.5,4015.0,4015.0,126.0,0.0,0.0,
2022-11-27 19:20:00-05:00,4015.0,4015.25,4014.75,4015.25,147.0,0.0,0.0,
2022-11-27 19:21:00-05:00,4015.25,4015.25,4014.75,4014.75,197.0,0.0,0.0,
2022-11-27 19:22:00-05:00,4014.75,4015.0,4014.5,4014.75,329.0,0.0,0.0,
2022-11-27 19:23:00-05:00,4014.75,4015.0,4014.5,4015.0,128.0,0.0,0.0,
2022-11-27 19:24:00-05:00,4015.0,4015.0,4013.5,4014.25,442.0,0.0,0.0,
2022-11-27 19:25:00-05:00,4014.25,4014.5,4013.5,4013.5,369.0,0.0,0.0,
2022-11-27 19:26:00-05:00,4013.75,4014.5,4013.5,4014.5,226.0,0.0,0.0,
2022-11-27 19:27:00-05:00,4014.25,4014.75,4014.25,4014.25,309.0,0.0,0.0,
2022-11-27 19:28:00-05:00,4014.25,4014.75,4014.25,4014.5,138.0,0.0,0.0,
2022-11-27 19:29:00-05:00,4014.5,4015.0,4014.5,4014.75,175.0,0.0,0.0,
2022-11-27 19:30:00-05:00,4014.75,4014.75,4014.0,4014.75,172.0,0.0,0.0,
2022-11-27 19:31:00-05:00,4014.75,4015.5,4014.5,4015.25,302.0,0.0,0.0,
2022-11-27 19:32:00-05:00,4015.25,4015.25,4014.75,4015.0,111.0,0.0,0.0,
