Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-11-04 04:30:00+00:00,0.1183096244931221,0.1185653358697891,0.1183096244931221,0.1183471754193306,3340544,0,0
2022-11-04 04:45:00+00:00,0.1183482035994529,0.1191765815019607,0.1183482035994529,0.1191765815019607,5873152,0,0
2022-11-04 05:00:00+00:00,0.1192554682493209,0.1193843856453895,0.1180503666400909,0.1180503666400909,0,0,0
2022-11-04 05:15:00+00:00,0.1180606856942176,0.1183874309062957,0.1179803535342216,0.1182583346962928,4198400,0,0
2022-11-04 05:30:00+00:00,0.1181903630495071,0.1194167584180831,0.1176391616463661,0.1194167584180831,29205504,0,0
2022-11-04 05:45:00+00:00,0.1198059096932411,0.1216244176030159,0.1198059096932411,0.1209236606955528,71915008,0,0
2022-11-04 06:00:00+00:00,0.1208610013127327,0.1236290037631988,0.1205242946743965,0.1236290037631988,56763392,0,0
2022-11-04 06:15:00+00:00,0.1235981732606887,0.123781993985176,0.1229579895734787,0.1229579895734787,28425984,0,0
2022-11-04 06:30:00+00:00,0.1229995861649513,0.1231007277965545,0.1226249784231185,0.1226249784231185,13912320,0,0
2022-11-04 06:45:00+00:00,0.1220038086175918,0.1229836791753768,0.1220038086175918,0.1229160279035568,21686528,0,0
2022-11-04 07:00:00+00:00,0.122943140566349,0.1230319663882255,0.1223180517554283,0.1228919550776481,11268352,0,0
2022-11-04 07:15:00+00:00,0.1228857412934303,0.1228857412934303,0.1221926137804985,0.1223692670464515,1872640,0,0
2022-11-04 07:30:00+00:00,0.1223490610718727,0.1228708028793335,0.1223482638597488,0.1227086931467056,0,0,0
2022-11-04 07:45:00+00:00,0.1226551681756973,0.122887872159481,0.1226551681756973,0.122887872159481,579840,0,0
2022-11-04 08:00:00+00:00,0.1228935047984123,0.1234994530677795,0.1228618174791336,0.1234149113297462,1469952,0,0
2022-11-04 08:15:00+00:00,0.1234268024563789,0.1234268024563789,0.1218570917844772,0.1221074387431144,6402048,0,0
2022-11-04 08:30:00+00:00,0.1220371797680854,0.1222871541976928,0.1218624487519264,0.1219903603196144,4706304,0,0
2022-11-04 08:45:00+00:00,0.1219769194722175,0.1219769194722175,0.1211494207382202,0.1211494207382202,10705152,0,0
2022-11-04 09:00:00+00:00,0.12111546844244,0.12111546844244,0.1203676760196685,0.1203676760196685,6054656,0,0
2022-11-04 09:15:00+00:00,0.1200756505131721,0.1200839355587959,0.1197372674942016,0.1198571994900703,24765696,0,0
2022-11-04 09:30:00+00:00,0.1199073120951652,0.1200714036822319,0.1197912767529487,0.1198675036430358,4367616,0,0
2022-11-04 09:45:00+00:00,0.1198508962988853,0.1198508962988853,0.1187379360198974,0.1187379360198974,2958848,0,0
2022-11-04 10:00:00+00:00,0.1187413036823272,0.1198152005672454,0.1187383532524108,0.1194953992962837,0,0,0
2022-11-04 10:15:00+00:00,0.1192431151866912,0.1193668022751808,0.1185275390744209,0.1193668022751808,2240000,0,0
2022-11-04 10:30:00+00:00,0.1193736642599105,0.1195408478379249,0.1188003048300743,0.1190921440720558,5076224,0,0
2022-11-04 10:45:00+00:00,0.1190888434648513,0.1195122972130775,0.1190888434648513,0.1195122972130775,3397120,0,0
2022-11-04 11:00:00+00:00,0.1198433339595794,0.1198433339595794,0.1194270625710487,0.1194339841604232,4251648,0,0
2022-11-04 11:15:00+00:00,0.1194028779864311,0.1198572069406509,0.1192327514290809,0.1198572069406509,0,0,0
2022-11-04 11:30:00+00:00,0.1198491305112838,0.1200891062617302,0.1197675690054893,0.1197675690054893,159744,0,0
2022-11-04 11:45:00+00:00,0.1197133883833885,0.1197133883833885,0.1194225996732711,0.1194387003779411,0,0,0
2022-11-04 12:00:00+00:00,0.1194273084402084,0.1194273084402084,0.1187290027737617,0.1187906414270401,3969792,0,0
2022-11-04 12:15:00+00:00,0.1187433823943138,0.1188951581716537,0.118119791150093,0.1181915253400802,7776000,0,0
2022-11-04 12:30:00+00:00,0.1181797012686729,0.1214921548962593,0.1181650385260582,0.1214489564299583,78365696,0,0
2022-11-04 12:45:00+00:00,0.1211977452039718,0.1216280832886695,0.1210791692137718,0.1213466897606849,11423744,0,0
2022-11-04 13:00:00+00:00,0.1216477155685424,0.1232844740152359,0.1216477155685424,0.1227737516164779,20778752,0,0
2022-11-04 13:15:00+00:00,0.1229355707764625,0.125041976571083,0.1229355707764625,0.125041976571083,50940672,0,0
2022-11-04 13:30:00+00:00,0.1250514686107635,0.125524640083313,0.1241554841399192,0.1241554841399192,30338304,0,0
2022-11-04 13:45:00+00:00,0.1241490021347999,0.1241490021347999,0.1232768446207046,0.1238955482840538,14921216,0,0
2022-11-04 14:00:00+00:00,0.1239067688584327,0.1250695139169693,0.1239067688584327,0.1250695139169693,15117056,0,0
2022-11-04 14:15:00+00:00,0.1250606179237365,0.1271431148052215,0.1250606179237365,0.1271431148052215,44878336,0,0
2022-11-04 14:30:00+00:00,0.127186506986618,0.1275652199983596,0.1268152743577957,0.1275652199983596,33907200,0,0
2022-11-04 14:45:00+00:00,0.1275109201669693,0.1276390999555587,0.127141460776329,0.127613216638565,18250496,0,0
2022-11-04 15:00:00+00:00,0.1276231557130813,0.1285988092422485,0.1270269155502319,0.1270269155502319,26640896,0,0
2022-11-04 15:15:00+00:00,0.1270082145929336,0.1270082145929336,0.1266785711050033,0.1268388032913208,12677376,0,0
2022-11-04 15:30:00+00:00,0.1267440170049667,0.1267440170049667,0.125358447432518,0.125358447432518,6520576,0,0
2022-11-04 15:45:00+00:00,0.1253474503755569,0.1253474503755569,0.1238393411040306,0.1238393411040306,23864576,0,0
2022-11-04 16:00:00+00:00,0.1237842440605163,0.1237842440605163,0.1223466917872428,0.123028427362442,44113408,0,0
2022-11-04 16:15:00+00:00,0.122994489967823,0.123658537864685,0.122994489967823,0.1232800111174583,21639680,0,0
2022-11-04 16:30:00+00:00,0.1233350858092308,0.1233934760093689,0.122964322566986,0.1230749264359474,11662848,0,0
2022-11-04 16:45:00+00:00,0.1230397000908851,0.1233677715063095,0.1230221018195152,0.1233677715063095,4337920,0,0
2022-11-04 17:00:00+00:00,0.1233844310045242,0.1233844310045242,0.1226142346858978,0.1228743121027946,7298304,0,0
2022-11-04 17:15:00+00:00,0.1228749826550483,0.1230338588356971,0.1228205114603042,0.1228506714105606,105728,0,0
2022-11-04 17:30:00+00:00,0.1228804811835289,0.1230722963809967,0.1224309206008911,0.1230722963809967,1697280,0,0
2022-11-04 17:45:00+00:00,0.1231401562690734,0.1238554939627647,0.1231401562690734,0.1236635819077491,2427904,0,0
2022-11-04 18:00:00+00:00,0.1234463676810264,0.1234463676810264,0.1229293197393417,0.1229858249425888,0,0,0
2022-11-04 18:15:00+00:00,0.1229581832885742,0.1238781586289405,0.1229581832885742,0.1238781586289405,8547840,0,0
2022-11-04 18:30:00+00:00,0.1239548474550247,0.1247742101550102,0.1239548474550247,0.1247742101550102,22400000,0,0
2022-11-04 18:45:00+00:00,0.1248595640063285,0.1251158714294433,0.1248075440526008,0.1248830929398536,10974720,0,0
2022-11-04 19:00:00+00:00,0.1248527392745018,0.1250489801168441,0.1247253268957138,0.1250489801168441,3087872,0,0
2022-11-04 19:15:00+00:00,0.1250374466180801,0.1251364797353744,0.1245428100228309,0.1247047930955886,2133760,0,0
2022-11-04 19:30:00+00:00,0.1246717572212219,0.124958336353302,0.1246451660990715,0.124958336353302,7044864,0,0
2022-11-04 19:45:00+00:00,0.1250985860824585,0.1254510581493377,0.1250985860824585,0.1252719759941101,12450304,0,0
2022-11-04 20:00:00+00:00,0.1252836883068084,0.1253877133131027,0.1249555349349975,0.1249555349349975,1613824,0,0
2022-11-04 20:15:00+00:00,0.1249708086252212,0.1249708086252212,0.1247641071677208,0.1247906237840652,1498624,0,0
2022-11-04 20:30:00+00:00,0.1247935518622398,0.1256500482559204,0.1247935518622398,0.1256420910358429,8820480,0,0
2022-11-04 20:45:00+00:00,0.1257238537073135,0.1265720129013061,0.1255219727754593,0.1265204846858978,19234048,0,0
2022-11-04 21:00:00+00:00,0.1265895515680313,0.1267220228910446,0.1260023862123489,0.1261031776666641,1837824,0,0
2022-11-04 21:15:00+00:00,0.1260969787836074,0.1264290362596511,0.1260791718959808,0.1260791718959808,2997504,0,0
